"","DBN","School.Name","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1.","L1..1","L2.","L2..1","L3.","L3..1","L4.","L4..1","L3.4.","L3.4..1"
"5846","13K003","P.S. 003 THE BEDFORD VILLAGE","4",2014,"All Students",70,"299","24","34.3","26","37.1","15","21.4","5","7.1","20","28.6"
"5847","13K003","P.S. 003 THE BEDFORD VILLAGE","4",2015,"All Students",74,"293","26","35.1","29","39.2","13","17.6","6","8.1","19","25.7"
"5848","13K003","P.S. 003 THE BEDFORD VILLAGE","5",2013,"All Students",82,"299","32","39","29","35.4","18","22","3","3.7","21","25.6"
"5849","13K003","P.S. 003 THE BEDFORD VILLAGE","5",2014,"All Students",65,"293","30","46.2","18","27.7","11","16.9","6","9.2","17","26.2"
"5850","13K003","P.S. 003 THE BEDFORD VILLAGE","5",2015,"All Students",64,"303","18","28.1","29","45.3","13","20.3","4","6.3","17","26.6"
"5851","13K003","P.S. 003 THE BEDFORD VILLAGE","All Grades",2013,"All Students",247,"294","103","41.7","90","36.4","46","18.6","8","3.2","54","21.9"
"5852","13K003","P.S. 003 THE BEDFORD VILLAGE","All Grades",2014,"All Students",213,"294","89","41.8","69","32.4","43","20.2","12","5.6","55","25.8"
"5853","13K003","P.S. 003 THE BEDFORD VILLAGE","All Grades",2015,"All Students",209,"296","74","35.4","77","36.8","47","22.5","11","5.3","58","27.8"
"5854","13K008","P.S. 008 ROBERT FULTON","3",2013,"All Students",85,"320","12","14.1","24","28.2","45","52.9","4","4.7","49","57.6"
"5855","13K008","P.S. 008 ROBERT FULTON","3",2014,"All Students",107,"325","12","11.2","30","28","48","44.9","17","15.9","65","60.7"
"5856","13K008","P.S. 008 ROBERT FULTON","3",2015,"All Students",82,"321","12","14.6","23","28","37","45.1","10","12.2","47","57.3"
"5857","13K008","P.S. 008 ROBERT FULTON","4",2013,"All Students",100,"313","14","14","39","39","33","33","14","14","47","47"
"5858","13K008","P.S. 008 ROBERT FULTON","4",2014,"All Students",84,"323","8","9.5","25","29.8","27","32.1","24","28.6","51","60.7"
"5859","13K008","P.S. 008 ROBERT FULTON","4",2015,"All Students",79,"334","4","5.1","12","15.2","32","40.5","31","39.2","63","79.7"
"5860","13K008","P.S. 008 ROBERT FULTON","5",2013,"All Students",70,"329","9","12.9","10","14.3","29","41.4","22","31.4","51","72.9"
"5861","13K008","P.S. 008 ROBERT FULTON","5",2014,"All Students",94,"324","10","10.6","30","31.9","27","28.7","27","28.7","54","57.4"
"5862","13K008","P.S. 008 ROBERT FULTON","5",2015,"All Students",61,"335","6","9.8","9","14.8","20","32.8","26","42.6","46","75.4"
"5863","13K008","P.S. 008 ROBERT FULTON","6",2013,"All Students",43,"310","7","16.3","14","32.6","15","34.9","7","16.3","22","51.2"
"5864","13K008","P.S. 008 ROBERT FULTON","6",2014,"All Students",65,"318","9","13.8","23","35.4","11","16.9","22","33.8","33","50.8"
"5865","13K008","P.S. 008 ROBERT FULTON","6",2015,"All Students",68,"318","9","13.2","29","42.6","12","17.6","18","26.5","30","44.1"
"5866","13K008","P.S. 008 ROBERT FULTON","7",2014,"All Students",38,"310","5","13.2","13","34.2","18","47.4","2","5.3","20","52.6"
"5867","13K008","P.S. 008 ROBERT FULTON","7",2015,"All Students",49,"319","8","16.3","11","22.4","23","46.9","7","14.3","30","61.2"
"5868","13K008","P.S. 008 ROBERT FULTON","8",2015,"All Students",31,"321","2","6.5","8","25.8","14","45.2","7","22.6","21","67.7"
"5869","13K008","P.S. 008 ROBERT FULTON","All Grades",2013,"All Students",298,"319","42","14.1","87","29.2","122","40.9","47","15.8","169","56.7"
"5870","13K008","P.S. 008 ROBERT FULTON","All Grades",2014,"All Students",388,"322","44","11.3","121","31.2","131","33.8","92","23.7","223","57.5"
"5871","13K008","P.S. 008 ROBERT FULTON","All Grades",2015,"All Students",370,"325","41","11.1","92","24.9","138","37.3","99","26.8","237","64.1"
"5872","13K009","P.S. 009 TEUNIS G. BERGEN","3",2013,"All Students",86,"316","22","25.6","19","22.1","35","40.7","10","11.6","45","52.3"
"5873","13K009","P.S. 009 TEUNIS G. BERGEN","3",2014,"All Students",108,"316","29","26.9","18","16.7","44","40.7","17","15.7","61","56.5"
"5874","13K009","P.S. 009 TEUNIS G. BERGEN","3",2015,"All Students",115,"310","28","24.3","32","27.8","44","38.3","11","9.6","55","47.8"
"5875","13K009","P.S. 009 TEUNIS G. BERGEN","4",2013,"All Students",66,"313","10","15.2","27","40.9","17","25.8","12","18.2","29","43.9"
"5876","13K009","P.S. 009 TEUNIS G. BERGEN","4",2014,"All Students",83,"319","15","18.1","22","26.5","17","20.5","29","34.9","46","55.4"
"5877","13K009","P.S. 009 TEUNIS G. BERGEN","4",2015,"All Students",100,"315","24","24","23","23","19","19","34","34","53","53"
"5878","13K009","P.S. 009 TEUNIS G. BERGEN","5",2013,"All Students",61,"309","10","16.4","28","45.9","19","31.1","4","6.6","23","37.7"
"5879","13K009","P.S. 009 TEUNIS G. BERGEN","5",2014,"All Students",58,"311","12","20.7","22","37.9","14","24.1","10","17.2","24","41.4"
"5880","13K009","P.S. 009 TEUNIS G. BERGEN","5",2015,"All Students",74,"314","12","16.2","30","40.5","18","24.3","14","18.9","32","43.2"
"5881","13K009","P.S. 009 TEUNIS G. BERGEN","All Grades",2013,"All Students",213,"313","42","19.7","74","34.7","71","33.3","26","12.2","97","45.5"
"5882","13K009","P.S. 009 TEUNIS G. BERGEN","All Grades",2014,"All Students",249,"316","56","22.5","62","24.9","75","30.1","56","22.5","131","52.6"
"5883","13K009","P.S. 009 TEUNIS G. BERGEN","All Grades",2015,"All Students",289,"313","64","22.1","85","29.4","81","28","59","20.4","140","48.4"
"5884","13K011","P.S. 011 PURVIS J. BEHAN","3",2013,"All Students",106,"317","22","20.8","28","26.4","41","38.7","15","14.2","56","52.8"
"5885","13K011","P.S. 011 PURVIS J. BEHAN","3",2014,"All Students",92,"311","17","18.5","26","28.3","47","51.1","2","2.2","49","53.3"
"5886","13K011","P.S. 011 PURVIS J. BEHAN","3",2015,"All Students",130,"317","28","21.5","30","23.1","62","47.7","10","7.7","72","55.4"
"5887","13K011","P.S. 011 PURVIS J. BEHAN","4",2013,"All Students",84,"323","5","6","32","38.1","24","28.6","23","27.4","47","56"
"5888","13K011","P.S. 011 PURVIS J. BEHAN","4",2014,"All Students",108,"316","21","19.4","32","29.6","32","29.6","23","21.3","55","50.9"
"5889","13K011","P.S. 011 PURVIS J. BEHAN","4",2015,"All Students",95,"317","11","11.6","31","32.6","35","36.8","18","18.9","53","55.8"
"5890","13K011","P.S. 011 PURVIS J. BEHAN","5",2013,"All Students",86,"317","16","18.6","23","26.7","35","40.7","12","14","47","54.7"
"5891","13K011","P.S. 011 PURVIS J. BEHAN","5",2014,"All Students",80,"323","7","8.8","28","35","27","33.8","18","22.5","45","56.3"
"5892","13K011","P.S. 011 PURVIS J. BEHAN","5",2015,"All Students",99,"316","13","13.1","32","32.3","39","39.4","15","15.2","54","54.5"
"5893","13K011","P.S. 011 PURVIS J. BEHAN","All Grades",2013,"All Students",276,"319","43","15.6","83","30.1","100","36.2","50","18.1","150","54.3"
"5894","13K011","P.S. 011 PURVIS J. BEHAN","All Grades",2014,"All Students",280,"316","45","16.1","86","30.7","106","37.9","43","15.4","149","53.2"
"5895","13K011","P.S. 011 PURVIS J. BEHAN","All Grades",2015,"All Students",324,"316","52","16","93","28.7","136","42","43","13.3","179","55.2"
"5896","13K020","P.S. 020 CLINTON HILL","3",2013,"All Students",59,"298","22","37.3","20","33.9","14","23.7","3","5.1","17","28.8"
"5897","13K020","P.S. 020 CLINTON HILL","3",2014,"All Students",49,"294","19","38.8","20","40.8","9","18.4","1","2","10","20.4"
"5898","13K020","P.S. 020 CLINTON HILL","3",2015,"All Students",44,"292","21","47.7","11","25","11","25","1","2.3","12","27.3"
"5899","13K020","P.S. 020 CLINTON HILL","4",2013,"All Students",42,"309","8","19","18","42.9","12","28.6","4","9.5","16","38.1"
"5900","13K020","P.S. 020 CLINTON HILL","4",2014,"All Students",55,"298","17","30.9","26","47.3","5","9.1","7","12.7","12","21.8"
"5901","13K020","P.S. 020 CLINTON HILL","4",2015,"All Students",48,"290","20","41.7","18","37.5","7","14.6","3","6.3","10","20.8"
"5902","13K020","P.S. 020 CLINTON HILL","5",2013,"All Students",54,"306","12","22.2","25","46.3","13","24.1","4","7.4","17","31.5"
"5903","13K020","P.S. 020 CLINTON HILL","5",2014,"All Students",45,"316","7","15.6","17","37.8","11","24.4","10","22.2","21","46.7"
"5904","13K020","P.S. 020 CLINTON HILL","5",2015,"All Students",49,"302","17","34.7","17","34.7","8","16.3","7","14.3","15","30.6"
"5905","13K020","P.S. 020 CLINTON HILL","All Grades",2013,"All Students",155,"304","42","27.1","63","40.6","39","25.2","11","7.1","50","32.3"
"5906","13K020","P.S. 020 CLINTON HILL","All Grades",2014,"All Students",149,"302","43","28.9","63","42.3","25","16.8","18","12.1","43","28.9"
"5907","13K020","P.S. 020 CLINTON HILL","All Grades",2015,"All Students",141,"295","58","41.1","46","32.6","26","18.4","11","7.8","37","26.2"
"5908","13K044","P.S. 044 MARCUS GARVEY","3",2013,"All Students",59,"292","29","49.2","18","30.5","12","20.3","0","0","12","20.3"
"5909","13K044","P.S. 044 MARCUS GARVEY","3",2014,"All Students",44,"286","23","52.3","14","31.8","6","13.6","1","2.3","7","15.9"
"5910","13K044","P.S. 044 MARCUS GARVEY","3",2015,"All Students",27,"291","10","37","13","48.1","4","14.8","0","0","4","14.8"
"5911","13K044","P.S. 044 MARCUS GARVEY","4",2013,"All Students",50,"294","15","30","27","54","6","12","2","4","8","16"
"5912","13K044","P.S. 044 MARCUS GARVEY","4",2014,"All Students",51,"286","26","51","16","31.4","8","15.7","1","2","9","17.6"
"5913","13K044","P.S. 044 MARCUS GARVEY","4",2015,"All Students",30,"285","11","36.7","17","56.7","2","6.7","0","0","2","6.7"
"5914","13K044","P.S. 044 MARCUS GARVEY","5",2013,"All Students",39,"287","16","41","17","43.6","5","12.8","1","2.6","6","15.4"
"5915","13K044","P.S. 044 MARCUS GARVEY","5",2014,"All Students",38,"297","13","34.2","13","34.2","7","18.4","5","13.2","12","31.6"
"5916","13K044","P.S. 044 MARCUS GARVEY","5",2015,"All Students",43,"292","15","34.9","18","41.9","10","23.3","0","0","10","23.3"
"5917","13K044","P.S. 044 MARCUS GARVEY","All Grades",2013,"All Students",148,"292","60","40.5","62","41.9","23","15.5","3","2","26","17.6"
"5918","13K044","P.S. 044 MARCUS GARVEY","All Grades",2014,"All Students",133,"289","62","46.6","43","32.3","21","15.8","7","5.3","28","21.1"
"5919","13K044","P.S. 044 MARCUS GARVEY","All Grades",2015,"All Students",100,"290","36","36","48","48","16","16","0","0","16","16"
"5920","13K046","P.S. 046 EDWARD C. BLUM","3",2013,"All Students",43,"292","22","51.2","12","27.9","8","18.6","1","2.3","9","20.9"
"5921","13K046","P.S. 046 EDWARD C. BLUM","3",2014,"All Students",70,"280","39","55.7","23","32.9","8","11.4","0","0","8","11.4"
"5922","13K046","P.S. 046 EDWARD C. BLUM","3",2015,"All Students",52,"280","31","59.6","13","25","8","15.4","0","0","8","15.4"
"5923","13K046","P.S. 046 EDWARD C. BLUM","4",2013,"All Students",43,"297","12","27.9","23","53.5","8","18.6","0","0","8","18.6"
"5924","13K046","P.S. 046 EDWARD C. BLUM","4",2014,"All Students",42,"299","10","23.8","23","54.8","8","19","1","2.4","9","21.4"
"5925","13K046","P.S. 046 EDWARD C. BLUM","4",2015,"All Students",57,"302","11","19.3","32","56.1","12","21.1","2","3.5","14","24.6"
"5926","13K046","P.S. 046 EDWARD C. BLUM","5",2013,"All Students",47,"297","17","36.2","23","48.9","7","14.9","0","0","7","14.9"
"5927","13K046","P.S. 046 EDWARD C. BLUM","5",2014,"All Students",40,"286","18","45","18","45","4","10","0","0","4","10"
"5928","13K046","P.S. 046 EDWARD C. BLUM","5",2015,"All Students",36,"274","20","55.6","14","38.9","2","5.6","0","0","2","5.6"
"5929","13K046","P.S. 046 EDWARD C. BLUM","All Grades",2013,"All Students",133,"295","51","38.3","58","43.6","23","17.3","1","0.8","24","18"
"5930","13K046","P.S. 046 EDWARD C. BLUM","All Grades",2014,"All Students",152,"287","67","44.1","64","42.1","20","13.2","1","0.7","21","13.8"
"5931","13K046","P.S. 046 EDWARD C. BLUM","All Grades",2015,"All Students",145,"287","62","42.8","59","40.7","22","15.2","2","1.4","24","16.6"
"5932","13K054","P.S. 054 SAMUEL C. BARNES","3",2013,"All Students",36,"277","24","66.7","10","27.8","2","5.6","0","0","2","5.6"
"5933","13K054","P.S. 054 SAMUEL C. BARNES","3",2014,"All Students",32,"280","21","65.6","8","25","3","9.4","0","0","3","9.4"
"5934","13K054","P.S. 054 SAMUEL C. BARNES","3",2015,"All Students",29,"268","23","79.3","4","13.8","2","6.9","0","0","2","6.9"
"5935","13K054","P.S. 054 SAMUEL C. BARNES","4",2013,"All Students",31,"271","19","61.3","10","32.3","1","3.2","1","3.2","2","6.5"
"5936","13K054","P.S. 054 SAMUEL C. BARNES","4",2014,"All Students",32,"285","17","53.1","9","28.1","5","15.6","1","3.1","6","18.8"
"5937","13K054","P.S. 054 SAMUEL C. BARNES","4",2015,"All Students",30,"262","25","83.3","4","13.3","1","3.3","0","0","1","3.3"
"5938","13K054","P.S. 054 SAMUEL C. BARNES","5",2013,"All Students",34,"297","15","44.1","9","26.5","8","23.5","2","5.9","10","29.4"
"5939","13K054","P.S. 054 SAMUEL C. BARNES","5",2014,"All Students",20,"284","11","55","7","35","2","10","0","0","2","10"
"5940","13K054","P.S. 054 SAMUEL C. BARNES","5",2015,"All Students",27,"287","13","48.1","10","37","3","11.1","1","3.7","4","14.8"
"5941","13K054","P.S. 054 SAMUEL C. BARNES","All Grades",2013,"All Students",101,"282","58","57.4","29","28.7","11","10.9","3","3","14","13.9"
"5942","13K054","P.S. 054 SAMUEL C. BARNES","All Grades",2014,"All Students",84,"283","49","58.3","24","28.6","10","11.9","1","1.2","11","13.1"
"5943","13K054","P.S. 054 SAMUEL C. BARNES","All Grades",2015,"All Students",86,"272","61","70.9","18","20.9","6","7","1","1.2","7","8.1"
"5944","13K056","P.S. 056 LEWIS H. LATIMER","3",2013,"All Students",41,"296","17","41.5","15","36.6","8","19.5","1","2.4","9","22"
"5945","13K056","P.S. 056 LEWIS H. LATIMER","3",2014,"All Students",35,"302","11","31.4","15","42.9","7","20","2","5.7","9","25.7"
"5946","13K056","P.S. 056 LEWIS H. LATIMER","3",2015,"All Students",31,"294","8","25.8","14","45.2","9","29","0","0","9","29"
"5947","13K056","P.S. 056 LEWIS H. LATIMER","4",2013,"All Students",36,"306","11","30.6","12","33.3","9","25","4","11.1","13","36.1"
"5948","13K056","P.S. 056 LEWIS H. LATIMER","4",2014,"All Students",34,"296","13","38.2","15","44.1","5","14.7","1","2.9","6","17.6"
"5949","13K056","P.S. 056 LEWIS H. LATIMER","4",2015,"All Students",35,"298","10","28.6","15","42.9","9","25.7","1","2.9","10","28.6"
"5950","13K056","P.S. 056 LEWIS H. LATIMER","5",2013,"All Students",36,"296","15","41.7","15","41.7","6","16.7","0","0","6","16.7"
"5951","13K056","P.S. 056 LEWIS H. LATIMER","5",2014,"All Students",35,"295","13","37.1","15","42.9","6","17.1","1","2.9","7","20"
"5952","13K056","P.S. 056 LEWIS H. LATIMER","5",2015,"All Students",34,"306","10","29.4","13","38.2","9","26.5","2","5.9","11","32.4"
"5953","13K056","P.S. 056 LEWIS H. LATIMER","All Grades",2013,"All Students",113,"299","43","38.1","42","37.2","23","20.4","5","4.4","28","24.8"
"5954","13K056","P.S. 056 LEWIS H. LATIMER","All Grades",2014,"All Students",104,"298","37","35.6","45","43.3","18","17.3","4","3.8","22","21.2"
"5955","13K056","P.S. 056 LEWIS H. LATIMER","All Grades",2015,"All Students",100,"299","28","28","42","42","27","27","3","3","30","30"
"5956","13K067","P.S. 067 CHARLES A. DORSEY","3",2013,"All Students",54,"266","44","81.5","7","13","3","5.6","0","0","3","5.6"
"5957","13K067","P.S. 067 CHARLES A. DORSEY","3",2014,"All Students",27,"271","18","66.7","9","33.3","0","0","0","0","0","0"
"5958","13K067","P.S. 067 CHARLES A. DORSEY","3",2015,"All Students",52,"263","41","78.8","7","13.5","4","7.7","0","0","4","7.7"
"5959","13K067","P.S. 067 CHARLES A. DORSEY","4",2013,"All Students",41,"283","18","43.9","20","48.8","3","7.3","0","0","3","7.3"
"5960","13K067","P.S. 067 CHARLES A. DORSEY","4",2014,"All Students",47,"272","31","66","14","29.8","2","4.3","0","0","2","4.3"
"5961","13K067","P.S. 067 CHARLES A. DORSEY","4",2015,"All Students",23,"277","14","60.9","7","30.4","2","8.7","0","0","2","8.7"
"5962","13K067","P.S. 067 CHARLES A. DORSEY","5",2013,"All Students",41,"282","26","63.4","12","29.3","3","7.3","0","0","3","7.3"
"5963","13K067","P.S. 067 CHARLES A. DORSEY","5",2014,"All Students",37,"279","22","59.5","12","32.4","3","8.1","0","0","3","8.1"
"5964","13K067","P.S. 067 CHARLES A. DORSEY","5",2015,"All Students",42,"282","23","54.8","13","31","6","14.3","0","0","6","14.3"
"5965","13K067","P.S. 067 CHARLES A. DORSEY","All Grades",2013,"All Students",136,"276","88","64.7","39","28.7","9","6.6","0","0","9","6.6"
"5966","13K067","P.S. 067 CHARLES A. DORSEY","All Grades",2014,"All Students",111,"274","71","64","35","31.5","5","4.5","0","0","5","4.5"
"5967","13K067","P.S. 067 CHARLES A. DORSEY","All Grades",2015,"All Students",117,"273","78","66.7","27","23.1","12","10.3","0","0","12","10.3"
"5968","13K093","P.S. 093 WILLIAM H. PRESCOTT","3",2013,"All Students",50,"299","23","46","10","20","15","30","2","4","17","34"
"5969","13K093","P.S. 093 WILLIAM H. PRESCOTT","3",2014,"All Students",42,"297","10","23.8","18","42.9","14","33.3","0","0","14","33.3"
"5970","13K093","P.S. 093 WILLIAM H. PRESCOTT","3",2015,"All Students",44,"273","28","63.6","10","22.7","6","13.6","0","0","6","13.6"
"5971","13K093","P.S. 093 WILLIAM H. PRESCOTT","4",2013,"All Students",55,"283","29","52.7","21","38.2","3","5.5","2","3.6","5","9.1"
"5972","13K093","P.S. 093 WILLIAM H. PRESCOTT","4",2014,"All Students",45,"293","18","40","16","35.6","5","11.1","6","13.3","11","24.4"
"5973","13K093","P.S. 093 WILLIAM H. PRESCOTT","4",2015,"All Students",33,"301","8","24.2","13","39.4","9","27.3","3","9.1","12","36.4"
"5974","13K093","P.S. 093 WILLIAM H. PRESCOTT","5",2013,"All Students",40,"289","18","45","14","35","6","15","2","5","8","20"
"5975","13K093","P.S. 093 WILLIAM H. PRESCOTT","5",2014,"All Students",48,"294","19","39.6","14","29.2","13","27.1","2","4.2","15","31.3"
"5976","13K093","P.S. 093 WILLIAM H. PRESCOTT","5",2015,"All Students",42,"285","23","54.8","9","21.4","4","9.5","6","14.3","10","23.8"
"5977","13K093","P.S. 093 WILLIAM H. PRESCOTT","All Grades",2013,"All Students",145,"290","70","48.3","45","31","24","16.6","6","4.1","30","20.7"
"5978","13K093","P.S. 093 WILLIAM H. PRESCOTT","All Grades",2014,"All Students",135,"295","47","34.8","48","35.6","32","23.7","8","5.9","40","29.6"
"5979","13K093","P.S. 093 WILLIAM H. PRESCOTT","All Grades",2015,"All Students",119,"285","59","49.6","32","26.9","19","16","9","7.6","28","23.5"
"5980","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","6",2013,"All Students",249,"289","88","35.3","135","54.2","20","8","6","2.4","26","10.4"
"5981","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","6",2014,"All Students",177,"283","79","44.6","83","46.9","9","5.1","6","3.4","15","8.5"
"5982","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","6",2015,"All Students",127,"286","56","44.1","52","40.9","12","9.4","7","5.5","19","15"
"5983","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","7",2013,"All Students",243,"290","105","43.2","103","42.4","33","13.6","2","0.8","35","14.4"
"5984","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","7",2014,"All Students",239,"285","111","46.4","101","42.3","23","9.6","4","1.7","27","11.3"
"5985","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","7",2015,"All Students",160,"282","82","51.3","62","38.8","15","9.4","1","0.6","16","10"
"5986","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","8",2013,"All Students",253,"285","115","45.5","106","41.9","27","10.7","5","2","32","12.6"
"5987","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","8",2014,"All Students",229,"291","72","31.4","117","51.1","36","15.7","4","1.7","40","17.5"
"5988","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","8",2015,"All Students",219,"291","70","32","105","47.9","40","18.3","4","1.8","44","20.1"
"5989","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","All Grades",2013,"All Students",745,"288","308","41.3","344","46.2","80","10.7","13","1.7","93","12.5"
"5990","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","All Grades",2014,"All Students",645,"287","262","40.6","301","46.7","68","10.5","14","2.2","82","12.7"
"5991","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER","All Grades",2015,"All Students",506,"287","208","41.1","219","43.3","67","13.2","12","2.4","79","15.6"
"5992","13K133","P.S. 133 WILLIAM A. BUTLER","3",2013,"All Students",31,"289","15","48.4","12","38.7","4","12.9","0","0","4","12.9"
"5993","13K133","P.S. 133 WILLIAM A. BUTLER","3",2014,"All Students",39,"296","16","41","14","35.9","8","20.5","1","2.6","9","23.1"
"5994","13K133","P.S. 133 WILLIAM A. BUTLER","3",2015,"All Students",53,"309","14","26.4","19","35.8","17","32.1","3","5.7","20","37.7"
"5995","13K133","P.S. 133 WILLIAM A. BUTLER","4",2013,"All Students",25,"300","9","36","8","32","7","28","1","4","8","32"
"5996","13K133","P.S. 133 WILLIAM A. BUTLER","4",2014,"All Students",33,"298","12","36.4","14","42.4","5","15.2","2","6.1","7","21.2"
"5997","13K133","P.S. 133 WILLIAM A. BUTLER","4",2015,"All Students",37,"294","15","40.5","13","35.1","7","18.9","2","5.4","9","24.3"
"5998","13K133","P.S. 133 WILLIAM A. BUTLER","5",2013,"All Students",31,"300","8","25.8","15","48.4","8","25.8","0","0","8","25.8"
"5999","13K133","P.S. 133 WILLIAM A. BUTLER","5",2014,"All Students",26,"302","7","26.9","9","34.6","7","26.9","3","11.5","10","38.5"
"6000","13K133","P.S. 133 WILLIAM A. BUTLER","5",2015,"All Students",27,"302","11","40.7","8","29.6","7","25.9","1","3.7","8","29.6"
"6001","13K133","P.S. 133 WILLIAM A. BUTLER","7",2014,"All Students",1,"s","s","s","s","s","s","s","s","s","s","s"
"6002","13K133","P.S. 133 WILLIAM A. BUTLER","All Grades",2013,"All Students",87,"296","32","36.8","35","40.2","19","21.8","1","1.1","20","23"
"6003","13K133","P.S. 133 WILLIAM A. BUTLER","All Grades",2014,"All Students",99,"298","36","36.4","37","37.4","20","20.2","6","6.1","26","26.3"
"6004","13K133","P.S. 133 WILLIAM A. BUTLER","All Grades",2015,"All Students",117,"303","40","34.2","40","34.2","31","26.5","6","5.1","37","31.6"
"6005","13K256","P.S. 256 BENJAMIN BANNEKER","3",2013,"All Students",57,"295","21","36.8","25","43.9","10","17.5","1","1.8","11","19.3"
"6006","13K256","P.S. 256 BENJAMIN BANNEKER","3",2014,"All Students",55,"281","30","54.5","22","40","3","5.5","0","0","3","5.5"
"6007","13K256","P.S. 256 BENJAMIN BANNEKER","3",2015,"All Students",49,"293","20","40.8","16","32.7","13","26.5","0","0","13","26.5"
"6008","13K256","P.S. 256 BENJAMIN BANNEKER","4",2013,"All Students",55,"292","24","43.6","22","40","7","12.7","2","3.6","9","16.4"
"6009","13K256","P.S. 256 BENJAMIN BANNEKER","4",2014,"All Students",49,"291","15","30.6","23","46.9","10","20.4","1","2","11","22.4"
"6010","13K256","P.S. 256 BENJAMIN BANNEKER","4",2015,"All Students",44,"296","14","31.8","22","50","7","15.9","1","2.3","8","18.2"
"6011","13K256","P.S. 256 BENJAMIN BANNEKER","5",2013,"All Students",43,"296","15","34.9","20","46.5","7","16.3","1","2.3","8","18.6"
"6012","13K256","P.S. 256 BENJAMIN BANNEKER","5",2014,"All Students",46,"302","14","30.4","18","39.1","13","28.3","1","2.2","14","30.4"
"6013","13K256","P.S. 256 BENJAMIN BANNEKER","5",2015,"All Students",47,"293","19","40.4","21","44.7","3","6.4","4","8.5","7","14.9"
"6014","13K256","P.S. 256 BENJAMIN BANNEKER","All Grades",2013,"All Students",155,"294","60","38.7","67","43.2","24","15.5","4","2.6","28","18.1"
"6015","13K256","P.S. 256 BENJAMIN BANNEKER","All Grades",2014,"All Students",150,"291","59","39.3","63","42","26","17.3","2","1.3","28","18.7"
"6016","13K256","P.S. 256 BENJAMIN BANNEKER","All Grades",2015,"All Students",140,"294","53","37.9","59","42.1","23","16.4","5","3.6","28","20"
"6017","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","6",2013,"All Students",32,"295","14","43.8","10","31.3","5","15.6","3","9.4","8","25"
"6018","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","6",2014,"All Students",37,"275","19","51.4","15","40.5","3","8.1","0","0","3","8.1"
"6019","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","6",2015,"All Students",38,"282","23","60.5","11","28.9","4","10.5","0","0","4","10.5"
"6020","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","7",2013,"All Students",50,"287","25","50","18","36","6","12","1","2","7","14"
"6021","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","7",2014,"All Students",40,"283","17","42.5","19","47.5","4","10","0","0","4","10"
"6022","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","7",2015,"All Students",34,"274","22","64.7","12","35.3","0","0","0","0","0","0"
"6023","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","8",2013,"All Students",44,"287","22","50","12","27.3","7","15.9","3","6.8","10","22.7"
"6024","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","8",2014,"All Students",49,"286","21","42.9","21","42.9","5","10.2","2","4.1","7","14.3"
"6025","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","8",2015,"All Students",32,"292","10","31.3","16","50","6","18.8","0","0","6","18.8"
"6026","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","All Grades",2013,"All Students",126,"289","61","48.4","40","31.7","18","14.3","7","5.6","25","19.8"
"6027","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","All Grades",2014,"All Students",126,"282","57","45.2","55","43.7","12","9.5","2","1.6","14","11.1"
"6028","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS","All Grades",2015,"All Students",104,"283","55","52.9","39","37.5","10","9.6","0","0","10","9.6"
